timestamp,city,temperature,humidity,pressure,rainfall,alert_level
2026-06-03 00:36:58,Beijing,28.6,64.4,1010.5,0,GREEN
2026-06-03 00:36:59,Beijing,33.0,92.3,1003.9,0.84,GREEN
2026-06-03 00:37:00,Beijing,19.3,62.8,1010.2,3.07,GREEN
2026-06-03 00:37:01,Beijing,32.3,43.2,1002.4,4.94,GREEN
2026-06-03 00:37:03,Beijing,24.9,55.2,1004.3,0,GREEN
2026-06-03 00:37:04,Beijing,20.0,76.4,1015.1,0,GREEN
2026-06-03 00:37:05,Beijing,34.3,60.4,1006.2,6.18,GREEN
2026-06-03 00:37:06,Beijing,27.3,78.0,1000.1,3.47,GREEN
2026-06-03 00:37:07,Beijing,18.6,73.2,1017.4,8.76,GREEN
2026-06-03 00:37:08,Beijing,16.7,57.1,1005.5,0,GREEN
2026-06-03 00:37:09,Beijing,19.4,78.7,1002.9,12.37,YELLOW
2026-06-03 00:37:10,Beijing,19.9,90.0,1018.7,7.4,GREEN
2026-06-03 00:37:12,Beijing,31.5,45.1,1002.6,0.76,GREEN
2026-06-03 00:37:13,Beijing,15.9,84.8,1014.3,2.75,GREEN
2026-06-03 00:37:14,Beijing,29.6,78.2,1000.5,1.83,GREEN
2026-06-03 00:37:15,Beijing,25.9,86.7,1016.9,3.56,GREEN
2026-06-03 00:37:16,Beijing,27.1,76.4,1014.5,6.29,GREEN
2026-06-03 00:37:17,Beijing,20.8,74.3,1002.4,1.92,GREEN
2026-06-03 00:37:18,Beijing,33.7,49.6,1010.4,1.58,GREEN
2026-06-03 00:37:20,Beijing,29.0,92.2,1009.5,5.7,GREEN
2026-06-03 00:37:21,Beijing,22.2,46.7,1014.5,0.74,GREEN
2026-06-03 00:37:22,Beijing,31.9,93.4,1005.5,0,GREEN
2026-06-03 00:37:24,Beijing,16.1,83.5,1019.3,1.04,GREEN
2026-06-03 00:37:25,Beijing,23.3,67.7,1007.7,5.14,GREEN
2026-06-03 00:37:26,Beijing,28.3,49.1,1017.6,0,GREEN
2026-06-03 00:37:27,Beijing,32.4,76.3,1010.5,0.06,GREEN
2026-06-03 00:37:28,Beijing,28.1,87.4,1010.2,1.81,GREEN
2026-06-03 00:37:30,Beijing,16.4,58.7,1017.9,0,GREEN
2026-06-03 00:37:31,Beijing,17.3,55.9,1011.3,4.71,GREEN
2026-06-03 00:37:32,Beijing,16.8,70.0,1010.3,0.11,GREEN
2026-06-03 00:37:33,Beijing,34.0,82.3,1019.3,4.61,GREEN
2026-06-03 00:37:35,Beijing,19.3,91.2,1023.0,7.55,GREEN
2026-06-03 00:37:36,Beijing,23.0,55.4,1012.5,4.72,GREEN
2026-06-03 00:37:37,Beijing,18.6,67.1,1020.6,2.5,GREEN
2026-06-03 00:37:38,Beijing,16.3,47.7,1014.4,2.93,GREEN
2026-06-03 00:37:39,Beijing,29.0,88.7,1022.1,12.1,YELLOW
2026-06-03 00:37:41,Beijing,31.3,82.2,1003.8,0,GREEN
2026-06-03 00:37:42,Beijing,30.0,86.0,1004.3,8.79,GREEN
2026-06-03 00:37:43,Beijing,21.0,71.4,999.4,0,GREEN
2026-06-03 00:37:44,Beijing,15.1,92.0,1017.6,7.61,GREEN
2026-06-03 00:37:45,Beijing,20.2,87.6,1004.9,21.96,RED
2026-06-03 00:37:46,Beijing,29.5,78.0,1018.0,1.7,GREEN
2026-06-03 00:37:48,Beijing,30.7,47.7,1010.1,4.36,GREEN
2026-06-03 00:37:49,Beijing,26.8,68.8,1024.7,12.08,YELLOW
2026-06-03 00:37:50,Beijing,18.9,52.0,1024.4,2.78,GREEN
2026-06-03 00:37:51,Beijing,22.6,68.7,1006.9,7.28,GREEN
2026-06-03 00:37:52,Beijing,20.7,92.7,1015.0,14.07,YELLOW
2026-06-03 00:37:53,Beijing,17.1,55.7,1010.0,0.62,GREEN
2026-06-03 00:37:54,Beijing,31.7,81.1,1011.4,5.68,GREEN
2026-06-03 00:37:55,Beijing,23.0,60.1,1013.9,14.31,YELLOW
2026-06-03 00:37:57,Beijing,21.7,42.9,1023.9,9.27,GREEN
2026-06-03 00:37:58,Beijing,27.5,50.6,1000.0,8.02,GREEN
2026-06-03 00:38:00,Beijing,32.9,92.7,1020.9,5.31,GREEN
2026-06-03 00:38:01,Beijing,30.1,63.5,1019.4,6.85,GREEN
2026-06-03 00:38:02,Beijing,31.6,73.8,1009.8,0,GREEN
2026-06-03 00:38:04,Beijing,25.7,61.1,1017.9,2.7,GREEN
2026-06-03 00:38:05,Beijing,18.9,91.3,1007.9,5.75,GREEN
2026-06-03 00:38:06,Beijing,20.7,80.7,1020.5,10.15,YELLOW
2026-06-03 00:38:07,Beijing,19.2,81.3,1026.6,7.44,GREEN
2026-06-03 00:38:08,Beijing,17.3,63.9,1009.1,0,GREEN
2026-06-03 00:38:09,Beijing,16.9,79.5,1003.5,3.94,GREEN
2026-06-03 00:38:11,Beijing,28.3,74.0,1007.8,4.22,GREEN
2026-06-03 00:38:13,Beijing,31.6,78.2,1007.5,2.74,GREEN
2026-06-03 00:38:14,Beijing,20.5,68.8,1000.5,0,GREEN
2026-06-03 00:38:15,Beijing,20.3,53.0,999.9,0.03,GREEN
2026-06-03 00:38:17,Beijing,24.3,52.4,1000.9,2.6,GREEN
2026-06-03 00:38:18,Beijing,19.5,58.2,1004.0,3.3,GREEN
2026-06-03 00:38:19,Beijing,30.5,62.3,1018.3,8.56,GREEN
2026-06-03 00:38:20,Beijing,30.6,75.3,1014.2,13.53,YELLOW
2026-06-03 00:38:22,Beijing,20.9,94.0,1014.8,5.94,GREEN
2026-06-03 00:38:23,Beijing,29.5,54.8,1007.6,0.51,GREEN
2026-06-03 00:38:25,Beijing,33.6,72.4,1010.5,1.77,GREEN
2026-06-03 00:38:27,Beijing,31.1,56.9,1007.3,0,GREEN
2026-06-03 00:38:28,Beijing,24.6,81.8,1018.8,1.19,GREEN
2026-06-03 00:38:30,Beijing,28.0,82.6,1006.1,0.87,GREEN
2026-06-03 00:38:31,Beijing,30.3,67.9,1007.3,2.82,GREEN
2026-06-03 00:38:33,Beijing,28.0,83.0,1019.6,0.62,GREEN
2026-06-03 00:38:34,Beijing,21.4,58.4,1010.8,4.68,GREEN
2026-06-03 00:38:36,Beijing,20.9,71.6,1019.1,2.35,GREEN
2026-06-03 00:38:38,Beijing,27.4,63.1,1021.5,2.42,GREEN
2026-06-03 00:38:40,Beijing,21.5,49.9,1003.9,18.69,YELLOW
2026-06-03 00:38:41,Beijing,31.8,87.0,1008.9,1.33,GREEN
2026-06-03 00:38:43,Beijing,32.2,90.0,1004.2,16.5,YELLOW
2026-06-03 00:38:44,Beijing,20.5,62.9,1011.5,0,GREEN
2026-06-03 00:38:45,Beijing,26.1,69.3,1011.4,2.61,GREEN
2026-06-03 00:38:47,Beijing,23.0,43.4,1023.7,10.38,YELLOW
2026-06-03 00:38:48,Beijing,24.5,81.4,1021.9,0,GREEN
2026-06-03 00:38:50,Beijing,20.0,45.6,1018.1,3.43,GREEN
2026-06-03 00:38:51,Beijing,22.2,70.5,1001.9,0,GREEN
2026-06-03 00:38:53,Beijing,16.7,41.3,1015.4,3.5,GREEN
2026-06-03 00:38:54,Beijing,32.9,93.3,1006.2,2.51,GREEN
2026-06-03 00:38:55,Beijing,34.8,93.5,1010.2,5.81,GREEN
2026-06-03 00:38:57,Beijing,19.0,75.4,1023.2,10.54,YELLOW
2026-06-03 00:38:57,Beijing,26.2,68.6,1014.7,8.49,GREEN
2026-06-03 00:38:59,Beijing,26.0,86.8,1018.4,5.52,GREEN
2026-06-03 00:39:01,Beijing,18.7,66.4,1007.6,10.84,YELLOW
2026-06-03 00:39:02,Beijing,33.8,86.2,1022.9,2.26,GREEN
2026-06-03 00:39:03,Beijing,26.6,72.5,1006.4,11.62,YELLOW
2026-06-03 00:39:05,Beijing,16.4,60.7,999.8,4.87,GREEN
2026-06-03 00:39:06,Beijing,16.2,83.8,1010.1,4.68,GREEN
2026-06-03 00:39:08,Beijing,32.7,88.9,1013.5,7.19,GREEN
2026-06-03 00:39:10,Beijing,22.8,51.8,1016.7,5.64,GREEN
2026-06-03 00:39:11,Beijing,30.0,73.0,1002.5,5.27,GREEN
2026-06-03 00:39:13,Beijing,18.0,66.6,1013.0,1.91,GREEN
2026-06-03 00:39:14,Beijing,26.8,88.3,1012.0,6.55,GREEN
2026-06-03 00:39:16,Beijing,26.0,62.5,1015.7,0,GREEN
2026-06-03 00:39:17,Beijing,15.6,85.5,1017.7,7.82,GREEN
2026-06-03 00:39:19,Beijing,30.6,45.2,1024.9,2.27,GREEN
2026-06-03 00:39:20,Beijing,15.6,73.9,1020.5,1.86,GREEN
2026-06-03 00:39:22,Beijing,22.3,91.2,1012.5,5.9,GREEN
2026-06-03 00:39:24,Beijing,25.5,54.3,1008.4,4.83,GREEN
2026-06-03 00:39:26,Beijing,26.4,78.5,1021.6,2.56,GREEN
2026-06-03 00:39:28,Beijing,15.0,61.0,1011.3,7.44,GREEN
2026-06-03 00:39:30,Beijing,32.5,76.5,1006.1,0.71,GREEN
2026-06-03 00:39:31,Beijing,25.7,81.4,1008.6,6.05,GREEN
2026-06-03 00:39:32,Beijing,23.9,69.1,1012.1,3.78,GREEN
2026-06-03 00:39:34,Beijing,14.9,70.3,1009.2,3.73,GREEN
2026-06-03 00:39:35,Beijing,28.8,52.3,1017.3,5.6,GREEN
2026-06-03 00:39:36,Beijing,16.8,52.1,1020.7,4.83,GREEN
2026-06-03 00:39:37,Beijing,34.5,65.6,1000.4,3.95,GREEN
2026-06-03 00:39:39,Beijing,23.4,59.8,1018.1,33.1,RED
2026-06-03 00:39:40,Beijing,19.1,44.2,1021.6,0.53,GREEN
2026-06-03 00:39:42,Beijing,18.7,71.6,1021.4,0.25,GREEN
2026-06-03 00:39:43,Beijing,32.3,67.1,1006.9,6.91,GREEN
2026-06-03 00:39:45,Beijing,17.2,92.6,1022.9,0,GREEN
2026-06-03 00:39:47,Beijing,33.3,90.2,1015.6,11.94,YELLOW
2026-06-03 00:39:48,Beijing,15.5,49.3,1020.0,31.83,RED
2026-06-03 00:39:50,Beijing,24.6,93.7,1024.4,5.13,GREEN
2026-06-03 00:39:51,Beijing,34.0,58.3,1013.6,6.13,GREEN
2026-06-03 00:39:52,Beijing,33.9,61.3,1023.2,0,GREEN
2026-06-03 00:39:53,Beijing,19.3,41.3,1015.6,3.59,GREEN
2026-06-03 00:39:55,Beijing,22.0,73.3,1001.3,5.34,GREEN
2026-06-03 00:39:56,Beijing,24.4,47.4,1000.9,4.7,GREEN
2026-06-03 00:39:57,Beijing,16.8,77.8,1007.5,10.65,YELLOW
2026-06-03 00:39:58,Beijing,23.5,52.5,1005.8,6.18,GREEN
2026-06-03 00:39:59,Beijing,28.0,75.5,1019.6,3.68,GREEN
2026-06-03 00:40:01,Beijing,27.8,66.9,1010.1,0,GREEN
2026-06-03 00:40:02,Beijing,24.6,89.8,1024.5,5.63,GREEN
2026-06-03 00:40:03,Beijing,34.8,89.6,1009.9,15.03,YELLOW
2026-06-03 00:40:05,Beijing,18.8,49.8,1009.1,6.44,GREEN
2026-06-03 00:40:06,Beijing,22.4,92.2,1006.4,0.07,GREEN
2026-06-03 00:40:08,Beijing,20.2,46.0,1021.9,7.37,GREEN
2026-06-03 00:40:09,Beijing,15.2,40.0,1023.9,1.86,GREEN
2026-06-03 00:40:10,Beijing,27.4,92.4,1023.1,2.89,GREEN
2026-06-03 00:40:12,Beijing,28.3,75.2,1006.2,3.5,GREEN
2026-06-03 00:40:13,Beijing,25.2,88.8,1000.8,10.07,YELLOW
2026-06-03 00:40:15,Beijing,19.7,56.9,1020.2,5.22,GREEN
2026-06-03 00:40:16,Beijing,17.3,42.2,1011.1,6.16,GREEN
2026-06-03 00:40:17,Beijing,25.4,59.3,1022.6,0.9,GREEN
2026-06-03 00:40:18,Beijing,31.6,86.3,1021.7,8.92,GREEN
2026-06-03 00:40:19,Beijing,31.0,40.3,1014.6,0.28,GREEN
2026-06-03 00:40:20,Beijing,35.1,70.6,1013.1,9.99,GREEN
2026-06-03 00:40:21,Beijing,16.5,91.1,1022.1,0,GREEN
2026-06-03 00:40:23,Beijing,27.3,61.4,1019.0,22.66,RED
2026-06-03 00:40:24,Beijing,25.0,42.3,1014.9,2.63,GREEN
2026-06-03 00:40:25,Beijing,26.6,91.0,1003.6,7.04,GREEN
2026-06-03 00:40:26,Beijing,28.2,80.8,1006.5,4.4,GREEN
2026-06-03 00:40:27,Beijing,19.8,79.4,1004.3,1.7,GREEN
2026-06-03 00:40:29,Beijing,19.7,49.9,1020.8,2.34,GREEN
2026-06-03 00:40:30,Beijing,30.8,89.9,1024.4,0,GREEN
2026-06-03 00:40:31,Beijing,21.3,60.6,1001.6,4.43,GREEN
2026-06-03 00:40:32,Beijing,29.7,94.8,1023.5,4.51,GREEN
2026-06-03 00:40:33,Beijing,25.9,64.1,1021.5,1.55,GREEN
2026-06-03 00:40:34,Beijing,22.4,59.0,1017.0,6.24,GREEN
2026-06-03 00:40:35,Beijing,16.1,74.2,1000.5,9.28,GREEN
2026-06-03 00:40:37,Beijing,18.5,86.9,1021.0,1.39,GREEN
2026-06-03 00:40:38,Beijing,30.0,91.2,1006.1,1.55,GREEN
2026-06-03 00:40:39,Beijing,33.5,78.3,1021.5,11.63,YELLOW
2026-06-03 00:40:41,Beijing,26.8,40.3,1007.4,0,GREEN
2026-06-03 00:40:42,Beijing,28.5,45.9,1019.0,3.36,GREEN
2026-06-03 00:40:43,Beijing,19.0,83.5,1020.7,0,GREEN
2026-06-03 00:40:45,Beijing,24.0,66.9,1019.5,2.29,GREEN
2026-06-03 00:40:46,Beijing,19.6,83.5,1011.7,0.87,GREEN
2026-06-03 00:40:47,Beijing,26.7,88.0,1009.5,5.14,GREEN
2026-06-03 00:40:49,Beijing,25.9,90.6,1011.7,18.79,YELLOW
2026-06-03 00:40:50,Beijing,22.9,71.4,1022.0,2.64,GREEN
2026-06-03 00:40:52,Beijing,15.0,82.0,1012.5,9.86,GREEN
2026-06-03 00:40:53,Beijing,23.0,78.3,1009.7,0,GREEN
2026-06-03 00:40:54,Beijing,22.0,88.3,1008.9,1.82,GREEN
2026-06-03 00:40:56,Beijing,17.8,44.3,1016.5,0.27,GREEN
2026-06-03 00:40:57,Beijing,16.6,46.5,1010.3,9.74,GREEN
2026-06-03 00:40:59,Beijing,35.6,92.4,1008.7,8.32,GREEN
2026-06-03 00:41:00,Beijing,32.1,95.4,1003.2,17.28,YELLOW
2026-06-03 00:41:02,Beijing,27.4,74.4,1011.9,39.55,RED
2026-06-03 00:41:03,Beijing,30.2,83.9,1010.1,6.0,GREEN
2026-06-03 00:41:04,Beijing,23.8,77.6,1004.0,0.19,GREEN
2026-06-03 00:41:06,Beijing,21.3,93.3,1006.0,10.51,YELLOW
2026-06-03 00:41:08,Beijing,32.4,78.3,1003.9,11.23,YELLOW
2026-06-03 00:41:09,Beijing,18.2,73.1,1018.1,6.05,GREEN
2026-06-03 00:41:10,Beijing,32.2,82.2,1010.4,12.51,YELLOW
2026-06-03 00:41:12,Beijing,18.8,57.8,1019.2,0,GREEN
2026-06-03 00:41:13,Beijing,28.9,79.0,1000.9,6.12,GREEN
2026-06-03 00:41:14,Beijing,28.5,43.9,1005.4,1.76,GREEN
2026-06-03 00:41:16,Beijing,23.6,85.1,1006.5,0.26,GREEN
2026-06-03 00:41:18,Beijing,24.3,49.9,1013.3,1.68,GREEN
2026-06-03 00:41:48,Beijing,16.5,65.0,1002.4,0,GREEN
2026-06-03 00:41:52,Beijing,24.6,44.9,1006.2,3.61,GREEN
2026-06-03 00:41:53,Beijing,28.2,40.7,1005.0,7.48,GREEN
2026-06-03 00:41:55,Beijing,19.2,85.7,1014.6,4.26,GREEN
2026-06-03 00:41:56,Beijing,34.6,50.8,1008.7,0,GREEN
2026-06-03 00:41:57,Beijing,21.1,62.7,1006.6,7.63,GREEN
2026-06-03 00:41:58,Beijing,27.2,85.4,1015.6,7.05,GREEN
2026-06-03 00:42:00,Beijing,16.3,75.7,1004.5,0.62,GREEN
2026-06-03 00:42:01,Beijing,18.0,88.6,1006.3,1.04,GREEN
2026-06-03 00:42:02,Beijing,18.8,93.9,1007.0,8.91,GREEN
2026-06-03 00:42:03,Beijing,21.4,67.5,1021.8,1.41,GREEN
2026-06-03 00:42:04,Beijing,26.5,49.0,1013.7,2.66,GREEN
2026-06-03 00:42:05,Beijing,33.9,49.4,1019.6,5.15,GREEN
2026-06-03 00:42:06,Beijing,26.0,84.6,1003.0,0,GREEN
2026-06-03 00:42:08,Beijing,22.9,59.4,1025.9,0.93,GREEN
2026-06-03 00:42:09,Beijing,17.8,87.2,1010.6,0,GREEN
2026-06-03 00:42:10,Beijing,21.4,41.2,1011.1,0,GREEN
2026-06-03 00:42:11,Beijing,26.9,74.9,1017.0,4.12,GREEN
2026-06-03 00:42:12,Beijing,29.9,76.0,1020.0,6.71,GREEN
2026-06-03 00:42:14,Beijing,15.6,60.5,1012.1,13.42,YELLOW
2026-06-03 00:42:15,Beijing,28.5,87.8,1013.1,0,GREEN
2026-06-03 00:42:16,Beijing,33.2,44.5,1005.6,21.31,RED
2026-06-03 00:42:17,Beijing,15.3,79.0,1004.6,0.3,GREEN
2026-06-03 00:42:18,Beijing,23.3,43.0,1007.0,0,GREEN
2026-06-03 00:42:20,Beijing,28.9,94.7,1022.5,0,GREEN
2026-06-03 00:42:21,Beijing,29.2,76.7,1003.1,11.61,YELLOW
2026-06-03 00:42:23,Beijing,25.9,89.4,1009.1,2.28,GREEN
2026-06-03 00:42:24,Beijing,22.3,45.0,1004.8,14.17,YELLOW
2026-06-03 00:42:25,Beijing,30.4,85.3,1005.7,18.9,YELLOW
2026-06-03 00:42:27,Beijing,28.3,88.5,1016.9,4.54,GREEN
2026-06-03 00:42:30,Beijing,20.9,43.9,1002.9,0.33,GREEN
2026-06-03 00:42:32,Beijing,27.4,69.0,1015.0,5.2,GREEN
2026-06-03 00:42:33,Beijing,23.2,62.6,1022.2,1.5,GREEN
2026-06-03 00:42:36,Beijing,16.5,86.6,1015.5,28.92,RED
2026-06-03 00:42:37,Beijing,29.5,73.5,1018.7,0.03,GREEN
2026-06-03 00:42:41,Beijing,20.3,51.5,1023.0,1.18,GREEN
2026-06-03 00:42:43,Beijing,27.3,83.1,1014.7,0,GREEN
2026-06-03 00:42:45,Beijing,28.0,79.0,1010.4,0,GREEN
2026-06-03 00:42:47,Beijing,20.2,88.3,1009.6,2.31,GREEN
2026-06-03 00:42:49,Beijing,15.8,73.3,1019.2,23.39,RED
2026-06-03 00:42:52,Beijing,21.9,70.9,1009.9,4.45,GREEN
2026-06-03 00:42:54,Beijing,20.5,46.0,1016.9,0,GREEN
2026-06-03 00:42:55,Beijing,16.1,47.5,1024.5,19.07,YELLOW
2026-06-03 00:42:58,Beijing,27.3,62.6,1007.8,17.36,YELLOW
2026-06-03 00:43:00,Beijing,22.3,51.3,1020.5,0,GREEN
2026-06-03 00:43:01,Beijing,26.9,57.7,1023.6,0,GREEN
2026-06-03 00:43:03,Beijing,29.0,94.1,1006.6,0,GREEN
2026-06-03 00:43:04,Beijing,27.2,76.4,1020.0,3.17,GREEN
2026-06-03 00:43:05,Beijing,28.2,88.0,1021.0,7.24,GREEN
2026-06-03 00:43:07,Beijing,32.3,71.5,1006.5,6.78,GREEN
2026-06-03 00:43:09,Beijing,31.3,84.9,999.8,18.46,YELLOW
2026-06-03 00:43:10,Beijing,19.5,42.0,1017.8,5.37,GREEN
2026-06-03 00:43:11,Beijing,25.5,58.7,1020.0,0.07,GREEN
2026-06-03 00:43:13,Beijing,25.7,56.5,1024.3,7.87,GREEN
2026-06-03 00:43:14,Beijing,34.3,62.4,1007.4,3.08,GREEN
2026-06-03 00:43:15,Beijing,21.9,43.5,1011.4,6.64,GREEN
2026-06-03 00:43:16,Beijing,16.9,62.4,1011.7,7.09,GREEN
2026-06-03 00:43:17,Beijing,31.2,64.2,1004.1,4.28,GREEN
2026-06-03 00:43:19,Beijing,30.1,88.9,1002.4,4.73,GREEN
2026-06-03 00:43:20,Beijing,24.0,71.7,1014.8,6.06,GREEN
2026-06-03 00:43:21,Beijing,26.8,53.7,1021.6,0.07,GREEN
2026-06-03 00:43:23,Beijing,22.6,90.3,1015.4,0,GREEN
2026-06-03 00:43:24,Beijing,26.4,55.0,999.7,11.63,YELLOW
2026-06-03 00:43:25,Beijing,29.4,93.6,1008.9,6.69,GREEN
2026-06-03 00:43:26,Beijing,30.5,44.1,1012.1,6.91,GREEN
2026-06-03 00:43:27,Beijing,20.5,55.3,1002.5,12.31,YELLOW
2026-06-03 00:43:28,Beijing,24.1,64.0,1017.2,3.27,GREEN
2026-06-03 00:43:30,Beijing,26.3,82.2,1023.3,0,GREEN
2026-06-03 00:43:31,Beijing,19.2,44.8,1014.4,4.67,GREEN
2026-06-03 00:43:33,Beijing,27.2,39.6,1016.4,4.54,GREEN
2026-06-03 00:43:33,Beijing,19.9,82.5,1018.9,3.6,GREEN
2026-06-03 00:43:35,Beijing,16.6,50.6,1021.4,0,GREEN
2026-06-03 00:43:36,Beijing,24.2,72.0,1006.7,0.94,GREEN
2026-06-03 00:43:37,Beijing,23.7,67.9,1015.1,3.77,GREEN
2026-06-03 00:43:39,Beijing,17.3,73.2,1018.8,7.14,GREEN
2026-06-03 00:43:40,Beijing,32.9,48.2,1003.3,0,GREEN
2026-06-03 00:43:41,Beijing,20.1,81.7,1010.1,4.24,GREEN
2026-06-03 00:43:43,Beijing,17.8,41.8,1014.5,0.96,GREEN
2026-06-03 00:43:44,Beijing,19.5,51.6,1016.9,4.46,GREEN
2026-06-03 00:43:45,Beijing,19.8,92.0,1021.8,0.95,GREEN
